l,C,γ,beta,dens,ref,strength,distance,hit_count,weight,ess,total_sims,round
2.1438862515700636,12.04682317253576,0.6576679573978664,0.33151009753322397,0.9765183672450498,0.7579590661185087,0.10601623464365047,2.001523392162009,5,0.0005,1.0000000000000018,21370,1
0.6926503520565291,9.49656247405128,0.8604299647245478,1.627783053065235,0.7315235908902732,0.04472106350933161,0.12842426822672237,1.9061699551194384,5,0.0005,1.0000000000000018,21370,1
1.6638422997008582,1.3592853095446116,0.14984751540615734,1.4436115713382407,0.687171015268569,0.8080481173495319,0.05885925271378759,1.9451706145419558,5,0.0005,1.0000000000000018,21370,1
1.8541700886417098,0.9260507964996147,0.3306540814550084,1.2240138979378075,0.5477104448422366,0.497673484600048,0.7645883234811327,1.9907849977359016,5,0.0005,1.0000000000000018,21370,1
1.5116368506691182,13.033984398196862,0.5982312109015717,0.34753186394702223,0.6747072665206624,0.10411648903716834,0.6247234399240219,2.4806706298631003,5,0.0005,1.0000000000000018,21370,1
0.0862897841503797,13.954205247150533,0.3719372665901275,1.3523764777680471,0.8565004945678366,0.9952961428175984,0.09693163577177523,2.197538103636984,5,0.0005,1.0000000000000018,21370,1
0.7660471120596712,0.7445925848090116,0.3067411529677526,4.31065414992864,0.33899462938724134,0.14992054264172044,0.5518530226657214,2.1421971121967105,5,0.0005,1.0000000000000018,21370,1
1.7547464936988864,7.980304874835415,0.24353125681641563,0.9137031259850739,0.3442238013610709,0.7489294126415358,0.5525199448777998,2.9536738755198253,3,0.0005,1.0000000000000018,21370,1
4.4829916496604865,16.68009472927193,0.9961848662815169,2.6251093231490135,0.2825858269275472,0.07508665641815399,0.011517150079028017,2.161742473892019,5,0.0005,1.0000000000000018,21370,1
0.5638641513412554,0.5508873584050946,0.6738436554513602,3.784807374134401,0.5925462105706663,0.7078045323240932,0.9469733474847473,2.3089566982857925,5,0.0005,1.0000000000000018,21370,1
0.5152957044703631,0.5352454831803685,0.31910557709431897,2.1504504251180103,0.9618499209128779,0.3957572530023197,0.939104090981381,1.8456127778282378,5,0.0005,1.0000000000000018,21370,1
0.5621000109342723,9.10616434390131,0.8981356891464172,0.5719245649094449,0.7698919717316353,0.16170333158692493,0.09565457294037613,2.8647551963529994,5,0.0005,1.0000000000000018,21370,1
