share_avg_degree,share_avg_clust,share_median_indegree,share_median_outdegree,share_var_indegree,share_mad_indegree,share_iqr_indegree,share_var_outdegree,share_mad_outdegree,share_iqr_outdegree,share_maximum_indegree,share_zero_indegree_count,share_coreness_avg,pagerank_harvest_corr,gini_indegree,reciprocity_dyad,reciprocity_edge
9.090909090909092,0.04251644736842105,4.0,3.5,9.608006672226852,2.9652044370112036,4.0,20.91075896580484,2.2239033277584026,4.0,16.0,2.0,5.245454545454545,-0.14934455674420047,0.3557818181818182,0.2315270935960591,0.376
